record_id,date,route_id,vessel_type_id,port_id,distance_nm,freight_rate_usd,transit_delay_days,trade_volume_tons,ghg_emission_tons,period_status
4957,2025-04-27,1,1,103,8532,2330,6,64722,22510.0,Post-Disruption
4958,2024-03-17,1,3,101,8469,2598,6,65200,21812.5,During-Disruption
4959,2024-05-17,4,1,101,1518,1850,2,18074,4385.0,During-Disruption
4960,2023-05-10,4,2,104,1538,2234,2,48621,5006.0,Pre-Disruption
4961,2024-08-19,1,1,101,8642,2565,6,25853,22151.0,During-Disruption
4962,2025-05-11,1,4,101,8580,2620,4,84825,22252.0,Post-Disruption
4963,2024-08-15,2,1,102,11882,4423,13,69998,30781.0,During-Disruption
4964,2025-09-25,1,2,102,8449,2361,5,47376,21818.5,Post-Disruption
4965,2023-11-21,1,2,103,8580,2294,7,71167,22362.0,During-Disruption
4966,2025-12-28,1,1,101,8524,2361,7,70127,22144.0,Post-Disruption
4967,2024-03-23,2,1,101,11930,4360,12,46711,31722.0,During-Disruption
4968,2025-03-29,1,3,104,8402,2428,6,20496,22302.0,Post-Disruption
4969,2024-12-09,1,1,101,8572,2315,4,22920,22691.0,During-Disruption
4970,2023-09-22,1,1,104,8480,2420,4,67314,22001.0,Pre-Disruption
4971,2024-09-03,2,4,101,11974,4462,12,17700,31720.0,During-Disruption
4972,2025-04-11,4,3,102,1618,2280,2,32958,5108.0,Post-Disruption
4973,2024-11-04,1,1,102,8539,2514,6,30388,22875.5,During-Disruption
4974,2023-06-06,3,2,102,6162,3229,8,22192,16630.0,Pre-Disruption
4975,2023-09-08,3,2,103,6126,3556,7,44970,17242.0,Pre-Disruption
4976,2025-05-27,4,3,101,1595,1885,1,20568,5165.5,Post-Disruption
4977,2024-06-13,3,3,102,6251,3081,9,16551,16156.5,During-Disruption
4978,2023-11-23,2,3,104,11951,4455,13,52447,31097.5,During-Disruption
4979,2025-08-18,3,1,102,6347,3174,6,43870,17001.5,Post-Disruption
4980,2025-06-13,1,2,101,8553,2236,4,67953,22032.5,Post-Disruption
4981,2023-04-07,2,1,102,11909,4442,12,27984,31655.5,Pre-Disruption
4982,2024-05-27,4,1,101,1421,1635,1,59204,5007.5,During-Disruption
4983,2023-08-04,3,3,101,6169,2967,9,56395,16805.5,Pre-Disruption
4984,2023-05-05,4,1,102,1418,2009,4,32851,5081.0,Pre-Disruption
4985,2023-02-28,3,2,104,6200,3259,7,34748,16109.0,Pre-Disruption
4986,2023-06-10,3,3,103,6261,3020,6,82070,17213.5,Pre-Disruption
4987,2023-10-11,3,1,101,6238,3566,7,21484,16901.0,Pre-Disruption
4988,2023-04-16,3,1,103,6187,3455,6,24213,17349.5,Pre-Disruption
4989,2023-08-16,2,3,102,11736,4481,15,35202,31315.0,Pre-Disruption
4990,2023-11-14,4,4,101,1570,1888,2,70282,4827.0,During-Disruption
4991,2025-03-12,3,3,101,6359,2989,8,35925,17088.5,Post-Disruption
4992,2025-05-23,3,2,102,6370,3111,7,77372,16849.0,Post-Disruption
4993,2024-04-16,2,1,103,11954,4574,14,84366,30506.0,During-Disruption
4994,2025-12-15,1,1,104,8539,2271,5,72203,21938.5,Post-Disruption
4995,2024-09-16,1,2,102,8467,2489,7,81045,21693.5,During-Disruption
4996,2023-01-13,4,1,102,1467,1966,3,60842,5085.5,Pre-Disruption
4997,2025-11-07,2,4,104,11868,4026,15,67901,31576.0,Post-Disruption
4998,2024-11-24,1,1,104,8504,2619,5,42257,21778.0,During-Disruption
4999,2025-08-30,1,2,104,8457,2561,7,71270,21977.5,Post-Disruption
5000,2023-04-23,3,3,104,6286,3464,6,32824,17657.0,Pre-Disruption
5001,2023-08-17,3,3,102,6155,3354,8,36849,16275.5,Pre-Disruption
5002,2023-06-20,3,2,104,6103,3511,6,22581,15849.5,Pre-Disruption
5003,2023-10-22,2,4,103,11984,4471,14,41749,30721.0,Pre-Disruption
5004,2023-07-08,1,4,104,8416,2790,7,63970,21580.0,Pre-Disruption
5005,2024-03-01,1,4,101,8636,2568,7,15448,23541.0,During-Disruption
5006,2025-09-03,1,3,101,8649,2525,4,44837,22873.5,Post-Disruption
5007,2024-10-19,3,3,104,6123,3309,6,32017,15854.5,During-Disruption
5008,2025-07-07,1,2,102,8699,2801,5,20886,23691.5,Post-Disruption
5009,2024-05-13,2,1,102,11815,4502,12,77480,30641.5,During-Disruption
5010,2025-01-31,2,1,103,11937,4024,14,40290,31549.5,Post-Disruption
5011,2025-05-15,2,1,102,11868,4160,14,36993,30425.0,Post-Disruption
5012,2025-04-05,4,1,103,1687,1794,3,53414,5261.5,Post-Disruption
5013,2023-03-12,1,1,103,8640,2620,5,38499,22318.0,Pre-Disruption
5014,2023-09-05,3,1,103,6397,3577,7,81453,17934.5,Pre-Disruption
5015,2023-05-26,1,4,104,8689,2212,6,28498,22323.5,Pre-Disruption
5016,2024-08-04,1,3,102,8650,2606,4,21937,23516.0,During-Disruption
5017,2024-04-14,2,1,101,11864,4354,15,61694,31061.0,During-Disruption
5018,2023-07-12,1,1,103,8540,2445,5,77698,22151.0,Pre-Disruption
5019,2025-12-27,3,3,101,6219,2987,6,66184,17060.5,Post-Disruption
5020,2024-05-08,2,3,103,11860,4438,13,47054,31209.0,During-Disruption
5021,2023-02-21,1,4,102,8504,2620,5,28503,22187.0,Pre-Disruption
5022,2025-05-31,1,4,104,8491,2851,7,15002,21861.5,Post-Disruption
5023,2023-12-29,2,4,103,11903,4255,13,20277,31565.5,During-Disruption
5024,2025-07-05,3,1,103,6139,3175,7,53073,16423.5,Post-Disruption
5025,2024-04-18,2,1,101,11753,4657,15,63268,30197.5,During-Disruption
5026,2024-06-04,2,3,104,11788,4006,14,41567,30337.0,During-Disruption
5027,2024-11-21,3,1,102,6234,3399,7,57886,17399.0,During-Disruption
5028,2024-06-15,2,3,103,11701,4245,13,84682,29990.5,During-Disruption
5029,2025-04-19,1,2,102,8496,2545,6,18762,22436.0,Post-Disruption
5030,2025-12-24,2,3,104,11755,4203,14,75171,29915.5,Post-Disruption
5031,2023-08-29,2,1,101,11823,4481,14,33856,30261.5,Pre-Disruption
5032,2024-06-19,3,2,104,6284,3379,8,77838,16441.0,During-Disruption
5033,2023-03-24,2,2,104,11824,4093,12,39176,30967.0,Pre-Disruption
5034,2025-09-08,4,4,104,1663,1909,3,63334,5511.5,Post-Disruption
5035,2025-08-08,1,1,104,8590,2719,6,46262,22596.0,Post-Disruption
5036,2024-09-02,4,4,102,1614,2029,3,82338,5126.0,During-Disruption
5037,2024-07-27,2,3,102,11920,4169,12,23355,30635.0,During-Disruption
5038,2023-10-13,2,3,101,11898,4118,15,74000,30634.0,Pre-Disruption
5039,2025-09-15,1,3,103,8573,2839,6,58141,21983.5,Post-Disruption
5040,2024-04-03,1,2,103,8616,2262,4,40210,23434.0,During-Disruption
5041,2023-05-06,3,1,104,6305,3016,7,63217,16798.5,Pre-Disruption
5042,2024-02-29,3,1,104,6166,3008,9,41695,16082.0,During-Disruption
5043,2024-07-07,1,4,102,8573,2692,4,25598,22863.5,During-Disruption
5044,2024-09-01,2,3,103,11777,4599,14,29365,30897.5,During-Disruption
5045,2023-04-22,1,1,101,8441,2616,7,48486,21952.5,Pre-Disruption
5046,2024-02-06,4,2,104,1463,1924,1,46909,4671.5,During-Disruption
5047,2023-05-02,3,1,102,6298,3139,6,34847,16897.0,Pre-Disruption
5048,2023-09-30,1,1,104,8489,2715,4,36000,23069.5,Pre-Disruption
5049,2024-02-02,3,2,104,6106,3517,6,28588,16927.0,During-Disruption
5050,2024-04-15,4,1,102,1662,2218,1,64988,5086.0,During-Disruption
5051,2025-09-11,1,1,103,8521,2451,4,25488,22776.5,Post-Disruption
5052,2024-07-22,3,1,103,6263,3085,6,22759,16984.5,During-Disruption
5053,2025-06-15,2,2,104,11815,4412,12,81577,30038.5,Post-Disruption
5054,2025-03-30,2,1,103,11712,4503,13,71779,31138.0,Post-Disruption
5055,2025-05-02,1,1,102,8419,2732,5,29204,22512.5,Post-Disruption
5056,2024-12-10,1,1,103,8600,2353,6,70518,22546.0,During-Disruption
5057,2023-11-17,2,1,104,11953,4223,14,35567,31200.5,During-Disruption
5058,2023-06-28,1,1,104,8485,2797,6,26695,21819.5,Pre-Disruption
5059,2025-06-15,3,1,102,6279,3452,8,73308,16821.5,Post-Disruption
5060,2023-08-07,1,1,104,8636,2617,6,33305,22145.0,Pre-Disruption
5061,2025-02-27,2,3,103,11760,4484,14,83405,29939.0,Post-Disruption
5062,2024-05-06,3,1,102,6314,3583,7,76737,16789.0,During-Disruption
5063,2023-03-02,2,1,104,11914,4671,13,40250,31257.0,Pre-Disruption
5064,2025-12-13,2,1,102,11789,4159,13,63741,30670.5,Post-Disruption
5065,2024-06-21,4,1,102,1495,1650,1,17236,4248.5,During-Disruption
5066,2025-04-27,3,3,103,6160,3529,6,19923,16134.0,Post-Disruption
5067,2025-09-14,1,1,103,8455,2479,6,62090,22957.5,Post-Disruption
5068,2023-03-06,2,1,101,11919,4171,15,68371,31212.5,Pre-Disruption
5069,2024-08-08,4,1,102,1493,1931,2,49781,4655.5,During-Disruption
5070,2023-06-20,1,2,103,8439,2795,7,17352,21871.5,Pre-Disruption
5071,2024-06-18,1,1,104,8647,2492,6,33243,23313.5,During-Disruption
5072,2024-11-23,1,2,101,8616,2265,5,33434,22642.0,During-Disruption
5073,2023-04-18,1,1,101,8553,2469,7,17043,22934.5,Pre-Disruption
5074,2025-03-24,3,1,104,6161,3243,7,36058,16432.5,Post-Disruption
5075,2025-10-01,3,2,103,6339,3170,9,17728,17554.5,Post-Disruption
5076,2024-03-27,4,3,102,1589,1660,3,69833,5113.5,During-Disruption
5077,2024-08-12,3,2,101,6245,3588,8,47382,16535.5,During-Disruption
5078,2025-11-05,1,1,104,8409,2828,4,76636,21970.5,Post-Disruption
5079,2023-11-23,1,2,104,8691,2335,7,31825,23328.5,During-Disruption
5080,2024-08-30,4,1,104,1529,1858,2,62109,4841.5,During-Disruption
5081,2024-10-20,1,3,104,8459,2455,7,75694,22697.5,During-Disruption
5082,2023-01-02,1,2,101,8574,2530,4,46404,22860.0,Pre-Disruption
5083,2025-10-30,4,1,102,1472,1992,1,73302,4844.0,Post-Disruption
5084,2024-03-09,2,2,103,11938,4543,12,73382,30905.0,During-Disruption
5085,2023-05-05,1,2,104,8578,2453,4,64242,22812.0,Pre-Disruption
5086,2024-04-29,3,1,104,6166,3166,7,66916,16528.0,During-Disruption
5087,2024-10-13,4,4,102,1480,1606,2,70030,5544.0,During-Disruption
5088,2025-03-10,1,3,102,8476,2638,4,72191,23000.0,Post-Disruption
5089,2025-05-22,3,1,103,6347,3450,7,37431,17617.5,Post-Disruption
5090,2023-05-09,1,4,101,8594,2203,4,18812,22300.0,Pre-Disruption
5091,2024-03-13,2,1,102,11767,4541,14,23376,31153.5,During-Disruption
5092,2025-01-20,4,3,101,1455,2277,1,72359,4209.5,Post-Disruption
5093,2024-05-15,4,3,101,1498,1906,3,18152,5297.0,During-Disruption
5094,2025-12-17,1,2,104,8669,2661,4,51442,23395.5,Post-Disruption
5095,2023-07-30,1,1,101,8475,2747,4,37153,23054.5,Pre-Disruption
5096,2025-06-20,1,4,104,8465,2550,5,37592,22811.5,Post-Disruption
5097,2023-02-14,2,1,104,11732,4498,14,52148,30957.0,Pre-Disruption
5098,2024-06-18,1,1,103,8668,2410,5,78155,22812.0,During-Disruption
5099,2024-04-05,2,1,101,11729,4112,12,73783,30940.5,During-Disruption
5100,2024-01-26,1,4,102,8425,2316,6,60028,21720.5,During-Disruption
5101,2025-12-03,2,4,102,11909,4315,12,16898,30963.5,Post-Disruption
5102,2023-01-27,1,1,102,8668,2762,6,67896,22305.0,Pre-Disruption
5103,2025-03-04,3,4,103,6222,3332,9,24685,16289.0,Post-Disruption
5104,2025-09-01,1,1,104,8432,2214,6,37794,22342.0,Post-Disruption
5105,2024-07-01,1,4,104,8542,2400,7,28023,22136.0,During-Disruption
5106,2024-09-12,3,2,102,6244,3246,6,37215,16508.0,During-Disruption
5107,2024-07-20,3,1,104,6361,3023,6,54202,16862.5,During-Disruption
5108,2024-12-04,1,1,104,8404,2355,5,22787,21693.0,During-Disruption
5109,2023-07-04,1,1,103,8560,2608,7,69748,22497.0,Pre-Disruption
5110,2025-12-28,3,1,101,6243,3107,7,46891,16228.5,Post-Disruption
5111,2025-04-27,1,3,101,8551,2665,7,37008,22194.5,Post-Disruption
5112,2024-08-21,3,1,103,6104,3063,6,71119,15900.0,During-Disruption
5113,2025-03-16,2,4,103,11894,4276,13,84470,30792.0,Post-Disruption
5114,2023-03-20,1,2,104,8524,2593,7,16437,23015.0,Pre-Disruption
5115,2024-08-01,2,2,103,11775,4049,13,63326,30713.5,During-Disruption
5116,2024-02-17,3,1,104,6268,3501,6,66477,16513.0,During-Disruption
5117,2024-06-29,4,4,101,1616,1743,4,33435,5822.0,During-Disruption
5118,2023-06-18,1,2,103,8582,2365,6,47918,22873.0,Pre-Disruption
5119,2024-11-11,2,4,104,11812,4066,15,58013,30041.0,During-Disruption
5120,2024-08-05,1,4,101,8675,2219,4,39434,22739.5,During-Disruption
5121,2024-05-29,2,1,101,11877,4622,15,26716,30619.5,During-Disruption
5122,2023-02-01,3,1,102,6224,2968,7,74327,16582.0,Pre-Disruption
5123,2023-10-14,1,3,101,8690,2653,4,55262,22883.0,Pre-Disruption
5124,2024-08-16,4,4,103,1598,1624,1,19000,4937.0,During-Disruption
5125,2025-12-02,2,2,103,11837,4309,14,24113,30164.5,Post-Disruption
5126,2024-09-08,4,1,104,1617,1611,3,80620,5730.5,During-Disruption
5127,2025-10-21,3,2,103,6396,3476,7,23609,17651.0,Post-Disruption
5128,2023-09-27,1,1,101,8567,2893,5,27441,23269.5,Pre-Disruption
5129,2024-06-01,1,1,104,8533,2433,7,25953,22888.5,During-Disruption
5130,2025-10-30,1,1,101,8560,2332,5,73049,22047.0,Post-Disruption
5131,2024-08-05,1,1,102,8671,2897,5,63659,22507.5,During-Disruption
5132,2023-08-14,2,1,104,11979,4590,13,23564,30795.5,Pre-Disruption
5133,2024-10-31,2,4,102,11947,4643,15,65246,31003.5,During-Disruption
5134,2025-07-05,4,3,104,1621,1874,1,73247,5187.5,Post-Disruption
5135,2023-05-06,2,4,103,11871,4612,12,29393,31469.5,Pre-Disruption
5136,2025-08-13,3,3,101,6358,3051,9,19864,17542.0,Post-Disruption
5137,2023-03-15,4,1,104,1655,2051,2,68468,5384.5,Pre-Disruption
5138,2023-02-25,3,3,103,6267,3115,8,65334,16997.5,Pre-Disruption
5139,2024-12-20,1,4,103,8519,2858,7,31007,22450.5,During-Disruption
5140,2024-07-06,2,4,103,11718,4309,14,41329,29848.0,During-Disruption
5141,2023-02-01,1,2,102,8695,2432,5,58709,22662.5,Pre-Disruption
5142,2024-07-27,1,1,103,8646,2692,4,68641,23048.0,During-Disruption
5143,2024-10-28,1,1,104,8604,2348,6,77717,22092.0,During-Disruption
5144,2023-10-11,3,1,102,6166,3236,8,25588,16532.0,Pre-Disruption
5145,2023-07-06,2,4,101,11884,4455,14,56281,30582.0,Pre-Disruption
5146,2024-05-12,2,1,103,11807,4478,14,48971,30856.5,During-Disruption
5147,2023-05-10,4,4,104,1564,2106,1,31194,5259.0,Pre-Disruption
5148,2024-09-30,1,1,104,8520,2474,4,35055,23049.0,During-Disruption
5149,2023-04-24,2,2,102,11783,4180,14,45058,30248.5,Pre-Disruption
5150,2023-01-13,3,1,101,6360,3333,9,47047,17432.0,Pre-Disruption
5151,2024-03-19,1,1,102,8506,2350,4,22549,22484.0,During-Disruption
5152,2024-03-22,2,1,103,11822,4470,12,39397,30827.0,During-Disruption
5153,2025-09-12,1,2,101,8472,2403,5,31509,22334.0,Post-Disruption
5154,2025-09-19,3,1,101,6253,3491,7,69253,17051.5,Post-Disruption
5155,2024-12-15,1,3,101,8688,2663,7,58381,22730.0,During-Disruption
5156,2023-03-15,1,1,102,8496,2526,7,44875,22827.0,Pre-Disruption
5157,2024-06-20,2,3,104,11991,4148,13,79042,30971.5,During-Disruption
5158,2023-04-11,1,1,102,8677,2476,5,58722,23195.5,Pre-Disruption
5159,2023-06-25,1,2,104,8653,2234,6,35074,23203.5,Pre-Disruption
5160,2024-03-02,2,1,102,11781,4215,13,67311,30890.5,During-Disruption
5161,2023-02-10,1,3,104,8416,2200,7,70294,22730.0,Pre-Disruption
5162,2024-03-04,2,1,104,11999,4467,15,18597,30838.5,During-Disruption
5163,2023-12-10,2,2,101,11879,4603,13,67466,31590.5,During-Disruption
5164,2024-01-01,2,4,104,11915,4465,15,17577,31006.5,During-Disruption
5165,2024-08-31,2,1,103,11721,4450,12,26090,31050.5,During-Disruption
5166,2024-10-18,1,1,103,8635,2802,7,74510,22530.5,During-Disruption
5167,2024-12-28,1,3,104,8610,2269,6,16610,23423.0,During-Disruption
5168,2023-08-17,3,2,104,6385,3543,6,20296,16724.5,Pre-Disruption
5169,2025-04-04,3,1,104,6306,3156,6,36204,16410.0,Post-Disruption
5170,2025-06-07,1,1,104,8654,2291,4,60960,22262.0,Post-Disruption
5171,2025-09-10,2,1,101,11710,4593,13,67015,30548.0,Post-Disruption
5172,2025-04-15,2,1,103,11733,4371,14,35416,30456.5,Post-Disruption
5173,2023-04-27,2,1,101,11820,4098,13,84389,30317.0,Pre-Disruption
5174,2025-03-28,2,3,103,11935,4509,14,25559,31724.5,Post-Disruption
5175,2024-01-03,1,1,104,8582,2764,7,29138,23188.0,During-Disruption
5176,2023-06-17,3,2,103,6177,3491,9,45286,16915.5,Pre-Disruption
5177,2025-08-11,1,4,103,8522,2706,7,62061,23050.0,Post-Disruption
5178,2024-10-22,2,1,102,11975,4342,12,56422,30738.5,During-Disruption
5179,2024-11-25,3,3,102,6307,3145,9,36392,17549.5,During-Disruption
5180,2025-07-13,2,4,104,11885,4471,14,24126,31288.5,Post-Disruption
5181,2023-06-01,1,1,101,8416,2478,4,40819,22625.0,Pre-Disruption
5182,2024-08-08,4,1,102,1689,2109,2,64662,5630.5,During-Disruption
5183,2025-07-01,3,4,104,6353,3330,6,26953,16866.5,Post-Disruption
5184,2023-10-01,3,4,101,6198,3341,7,29698,17421.0,Pre-Disruption
5185,2024-05-10,2,1,102,11846,4260,13,52981,31581.0,During-Disruption
5186,2023-04-11,1,1,103,8513,2454,5,50534,23123.5,Pre-Disruption
5187,2024-07-10,4,1,102,1496,2060,1,56729,4660.0,During-Disruption
5188,2023-03-14,2,1,104,11869,4594,15,15227,30888.5,Pre-Disruption
5189,2025-11-03,3,1,102,6298,3164,7,25586,17667.0,Post-Disruption
5190,2023-06-06,1,2,102,8576,2714,6,48575,23053.0,Pre-Disruption
5191,2025-01-04,1,4,101,8523,2644,6,27263,22388.5,Post-Disruption
5192,2023-05-12,4,1,101,1556,1822,3,80478,5169.0,Pre-Disruption
5193,2025-10-15,2,3,103,11794,4191,14,20516,30329.0,Post-Disruption
5194,2024-07-12,1,1,104,8685,2757,5,57852,22645.5,During-Disruption
5195,2023-04-17,1,1,103,8498,2639,6,64875,22303.0,Pre-Disruption
5196,2023-09-22,2,2,103,11934,4268,12,74665,30862.0,Pre-Disruption
5197,2023-06-04,1,1,102,8589,2240,6,41826,22337.5,Pre-Disruption
5198,2025-09-14,2,1,103,11993,4650,14,51803,31905.5,Post-Disruption
5199,2025-09-23,2,4,101,11972,4040,15,61914,30624.0,Post-Disruption
5200,2023-09-04,3,1,103,6117,3230,6,77661,16805.5,Pre-Disruption
5201,2024-06-14,1,3,104,8573,2374,4,41318,22915.5,During-Disruption
5202,2025-05-07,4,1,103,1519,2032,4,80493,4530.5,Post-Disruption
5203,2024-06-21,1,1,104,8655,2648,6,84697,22735.5,During-Disruption
5204,2024-12-29,2,2,104,11795,4322,13,60263,30050.5,During-Disruption
5205,2023-06-03,1,3,103,8430,2479,4,72621,22052.0,Pre-Disruption
5206,2023-04-02,3,1,103,6196,2993,7,27912,16934.0,Pre-Disruption
5207,2023-12-04,4,2,103,1592,1939,2,80674,5908.0,During-Disruption
5208,2024-03-25,3,4,104,6332,3319,8,77631,17278.0,During-Disruption
5209,2025-03-20,2,3,101,11745,4204,13,73410,30555.5,Post-Disruption
5210,2025-02-25,2,1,102,11990,4567,13,19366,31629.0,Post-Disruption
5211,2023-09-30,3,3,103,6335,3159,7,32449,17797.5,Pre-Disruption
5212,2024-08-10,4,2,102,1448,2279,4,41196,4358.0,During-Disruption
5213,2023-06-26,4,3,103,1561,2282,4,61406,4541.5,Pre-Disruption
5214,2025-04-10,1,1,104,8684,2590,6,36416,22759.0,Post-Disruption
5215,2024-10-04,4,1,104,1533,2248,1,37789,5689.5,During-Disruption
5216,2025-12-08,1,2,102,8656,2477,6,41534,22230.0,Post-Disruption
5217,2024-07-20,1,1,101,8582,2680,4,37224,23124.0,During-Disruption
5218,2024-10-27,1,2,104,8426,2650,5,59003,22239.0,During-Disruption
5219,2025-05-17,1,4,102,8539,2490,4,70376,22186.5,Post-Disruption
5220,2025-12-05,3,4,104,6359,3546,6,68658,17618.5,Post-Disruption
5221,2023-10-29,3,1,103,6179,3004,6,64030,17444.5,Pre-Disruption
5222,2025-05-17,3,1,102,6279,3276,6,79650,16651.5,Post-Disruption
5223,2025-06-30,2,2,102,11966,4189,15,23049,31796.0,Post-Disruption
5224,2024-02-12,2,2,103,11751,4194,13,80012,30720.5,During-Disruption
5225,2025-04-01,3,4,102,6183,3475,6,38654,17253.5,Post-Disruption
5226,2024-07-14,1,2,103,8555,2576,4,47818,21956.5,During-Disruption
5227,2024-04-08,3,1,101,6203,3582,7,39615,16939.5,During-Disruption
5228,2023-05-24,2,2,103,11796,4017,12,37406,30974.0,Pre-Disruption
5229,2024-03-17,2,2,101,11824,4258,14,67120,31092.0,During-Disruption
5230,2024-05-01,2,2,102,11882,4371,12,21366,30912.0,During-Disruption
5231,2025-05-09,3,2,103,6153,3492,8,56477,16908.5,Post-Disruption
5232,2023-05-28,1,1,102,8563,2259,6,71725,22175.5,Pre-Disruption
5233,2025-12-30,1,1,101,8548,2304,6,77279,23245.0,Post-Disruption
5234,2025-03-21,3,1,104,6389,3325,9,25121,17501.5,Post-Disruption
5235,2024-10-27,2,1,104,11786,4260,15,77182,30349.0,During-Disruption
5236,2023-03-31,3,1,104,6261,2945,7,44125,17409.5,Pre-Disruption
5237,2023-07-18,1,3,104,8567,2843,6,35873,22817.5,Pre-Disruption
5238,2024-06-21,1,1,104,8534,2725,7,38846,22816.0,During-Disruption
5239,2023-10-28,3,4,101,6189,3376,8,70865,16067.5,Pre-Disruption
5240,2024-12-24,2,1,104,11780,4266,15,83265,30573.0,During-Disruption
5241,2025-08-20,2,1,104,11930,4533,13,57284,30449.0,Post-Disruption
5242,2023-03-09,1,1,102,8488,2305,5,44723,22272.0,Pre-Disruption
5243,2024-04-03,1,1,103,8692,2716,7,31984,23175.0,During-Disruption
5244,2024-02-02,2,4,103,11701,4692,15,60659,30120.5,During-Disruption
5245,2024-09-11,1,1,103,8621,2595,6,49564,22058.5,During-Disruption
5246,2024-12-30,3,1,103,6116,3048,7,23504,16066.0,During-Disruption
5247,2024-07-09,3,4,101,6295,3179,6,77186,17469.5,During-Disruption
5248,2025-02-19,1,1,103,8519,2724,6,78544,21989.5,Post-Disruption
5249,2025-06-12,2,1,102,11941,4025,15,30769,30511.5,Post-Disruption
5250,2024-09-01,2,1,101,11873,4551,14,77596,30669.5,During-Disruption
5251,2025-01-17,1,1,104,8431,2481,4,68147,22556.5,Post-Disruption
5252,2023-10-09,1,1,102,8674,2683,5,49499,23666.0,Pre-Disruption
5253,2024-10-22,2,1,102,11894,4063,12,80107,30481.0,During-Disruption
5254,2025-07-12,2,3,104,11703,4110,15,52195,29762.5,Post-Disruption
5255,2025-09-22,2,4,104,11980,4087,15,36952,31002.0,Post-Disruption
5256,2025-01-15,2,1,102,11720,4635,15,59475,29832.0,Post-Disruption
5257,2023-03-28,3,1,101,6337,3321,9,31825,17311.5,Pre-Disruption
5258,2025-03-01,3,1,104,6192,3557,9,50816,17283.0,Post-Disruption
5259,2023-10-31,2,2,103,11788,4439,12,15410,30972.0,Pre-Disruption
5260,2023-05-10,3,1,102,6212,3027,7,74604,16784.0,Pre-Disruption
5261,2024-08-18,1,3,102,8620,2493,5,23300,22155.0,During-Disruption
5262,2024-07-11,3,3,104,6197,3048,8,22669,16937.5,During-Disruption
5263,2025-06-17,2,1,104,11841,4326,14,76984,30739.5,Post-Disruption
5264,2023-03-19,3,2,103,6249,3039,8,20868,17212.5,Pre-Disruption
5265,2025-02-22,2,1,103,11747,4121,15,34320,29870.5,Post-Disruption
5266,2024-11-04,1,1,103,8450,2722,5,77916,21678.0,During-Disruption
5267,2023-08-26,2,1,103,11907,4383,15,70934,31631.5,Pre-Disruption
5268,2023-10-05,1,1,102,8410,2482,6,23078,22682.0,Pre-Disruption
5269,2025-11-07,2,2,104,11969,4446,15,16726,31895.5,Post-Disruption
5270,2024-06-07,2,2,101,11962,4193,12,34549,31384.0,During-Disruption
5271,2023-06-29,3,1,104,6296,3492,8,15483,16284.0,Pre-Disruption
5272,2023-05-03,2,4,104,11885,4618,13,65491,31460.5,Pre-Disruption
5273,2025-12-10,2,1,103,11995,4205,13,37585,31338.5,Post-Disruption
5274,2025-12-30,1,1,103,8620,2838,6,15606,22220.0,Post-Disruption
5275,2024-04-24,4,1,102,1480,2145,2,54698,4649.0,During-Disruption
5276,2025-11-08,3,2,103,6321,2963,7,27022,16668.5,Post-Disruption
5277,2023-03-25,3,4,102,6269,2916,8,68370,17074.5,Pre-Disruption
5278,2024-07-18,1,2,104,8485,2634,6,34445,22022.5,During-Disruption
5279,2024-09-10,2,4,104,11743,4104,15,82353,30533.5,During-Disruption
5280,2023-12-23,1,1,104,8660,2639,7,52489,22353.0,During-Disruption
5281,2025-03-26,2,1,102,11803,4619,12,32335,31302.5,Post-Disruption
5282,2024-10-08,1,2,102,8683,2887,5,17806,22457.5,During-Disruption
5283,2024-03-18,2,2,102,11927,4227,14,56835,31411.5,During-Disruption
5284,2025-12-28,2,1,103,11887,4394,12,62121,31586.5,Post-Disruption
5285,2024-06-06,1,4,101,8520,2412,5,41084,22054.0,During-Disruption
5286,2023-05-23,2,1,103,11848,4673,13,80251,30248.0,Pre-Disruption
5287,2023-07-11,3,1,101,6156,3197,6,62347,16403.0,Pre-Disruption
5288,2024-01-13,1,2,103,8588,2624,5,43680,22320.0,During-Disruption
5289,2024-08-03,3,2,104,6137,3300,8,26609,15925.5,During-Disruption
5290,2024-06-18,1,1,102,8600,2723,4,51985,23380.0,During-Disruption
5291,2025-10-29,1,1,103,8628,2779,4,46571,23216.0,Post-Disruption
5292,2023-04-03,1,1,102,8530,2752,7,50655,22657.0,Pre-Disruption
5293,2024-06-12,3,2,103,6270,3297,8,24324,17505.0,During-Disruption
5294,2024-02-09,2,3,104,11734,4259,15,34267,31019.0,During-Disruption
5295,2025-04-19,3,3,102,6300,3025,6,46576,16764.0,Post-Disruption
5296,2025-06-07,2,1,104,11867,4225,14,36022,30633.5,Post-Disruption
5297,2024-02-26,1,4,101,8645,2532,6,82654,22489.5,During-Disruption
5298,2024-04-16,3,3,102,6323,3229,9,32582,16410.5,During-Disruption
5299,2025-06-11,1,1,103,8457,2464,5,71612,22798.5,Post-Disruption
5300,2024-06-30,3,1,102,6389,3070,7,46581,17414.5,During-Disruption
5301,2024-09-22,1,1,101,8424,2200,5,49512,22114.0,During-Disruption
5302,2025-11-03,1,1,101,8431,2440,7,57719,22391.5,Post-Disruption
5303,2025-02-16,3,4,103,6209,3483,7,34474,17274.5,Post-Disruption
5304,2023-12-30,4,3,104,1500,2200,4,26356,4767.0,During-Disruption
5305,2023-04-29,1,4,102,8549,2219,7,40652,23083.5,Pre-Disruption
